,MAS_S,MAS_O,MAS_D,MAS_M,PD,METACOG
97051,7.5,4.5,3.0,5.0,44.0,20.0
97052,7.5,6.0,1.5,5.5,25.0,20.5
97053,7.0,4.5,3.0,6.0,41.0,20.5
97054,7.0,4.0,1.5,5.5,46.0,18.0
97055,7.5,4.5,3.0,7.5,48.0,22.5
97056,5.5,5.5,3.0,7.5,36.0,21.5
97057,5.5,4.0,2.0,8.0,43.0,19.5
97058,8.0,6.0,2.5,7.0,29.0,23.5
97059,8.0,6.0,2.5,5.5,34.0,22.0
97060,5.5,5.5,2.5,6.5,50.0,20.0
97061,6.5,4.5,1.5,5.0,46.0,17.5
97062,7.5,4.5,1.5,7.0,44.0,20.5
97063,6.0,4.5,2.0,6.0,47.0,18.5
97064,7.0,4.5,2.5,6.5,23.0,20.5
97065,8.0,5.5,3.0,4.5,26.0,21.0
97066,6.5,4.0,3.0,7.5,41.0,21.0
97067,5.5,5.5,3.0,7.0,23.0,21.0
97068,5.5,4.0,1.5,7.0,25.0,18.0
97069,8.0,5.0,2.5,5.5,24.0,21.0
97070,6.0,5.5,2.0,7.0,47.0,20.5
97071,6.0,4.0,3.0,7.0,35.0,20.0
97072,8.0,4.5,2.0,6.5,26.0,21.0
97073,8.0,4.5,1.5,6.5,44.0,20.5
97074,5.5,4.0,1.5,4.5,34.0,15.5
97075,6.0,4.5,2.5,5.5,43.0,18.5
97076,6.0,5.0,3.0,5.0,30.0,19.0
97077,7.0,5.0,1.5,6.5,24.0,20.0
97078,6.0,6.0,3.0,7.0,27.0,22.0
97079,6.0,4.0,2.0,6.0,29.0,18.0
97080,7.5,6.0,1.5,6.0,38.0,21.0
97081,8.0,4.0,2.5,8.0,29.0,22.5
97082,5.5,5.5,2.5,7.0,43.0,20.5
97083,7.0,6.0,2.0,7.5,45.0,22.5
97084,8.0,5.0,2.0,7.0,26.0,22.0
97086,8.0,5.5,2.5,5.5,34.0,21.5
97087,5.5,4.5,1.5,5.0,32.0,16.5
97088,7.5,4.0,2.0,8.0,40.0,21.5
97089,5.5,5.5,1.5,5.5,47.0,18.0
97090,7.0,5.0,1.5,7.5,41.0,21.0
97091,7.0,6.0,1.5,8.0,38.0,22.5
97092,8.0,4.5,2.0,6.5,40.0,21.0
97093,8.0,4.0,3.0,6.5,46.0,21.5
97094,5.5,5.0,2.0,7.0,45.0,19.5
97095,5.5,4.0,3.0,6.5,33.0,19.0
97096,8.0,4.0,3.0,4.5,45.0,19.5
97097,7.5,6.0,3.0,7.5,23.0,24.0
97098,8.0,6.0,2.5,7.5,31.0,24.0
97099,7.0,5.0,2.5,8.0,41.0,22.5
97100,6.5,5.0,2.5,5.0,26.0,19.0
97101,7.0,4.5,2.0,4.5,42.0,18.0
97102,7.5,5.5,3.0,6.5,24.0,22.5
97103,8.0,5.0,2.5,5.0,47.0,20.5
97104,6.0,4.5,1.5,4.5,25.0,16.5
97105,6.0,4.0,3.0,7.5,34.0,20.5
97106,7.5,4.0,2.0,6.5,50.0,20.0
97107,5.5,4.5,2.5,6.0,30.0,18.5
97108,7.0,5.0,2.0,8.0,23.0,22.0
97109,7.5,4.5,2.5,8.0,44.0,22.5
97110,7.5,5.0,1.5,4.5,47.0,18.5
97111,6.5,4.0,2.5,7.0,28.0,20.0
97112,8.0,5.5,1.5,6.0,33.0,21.0
97113,5.5,5.5,1.5,7.0,42.0,19.5
97114,8.0,6.0,1.5,6.0,30.0,21.5
97115,8.0,5.0,2.0,4.5,45.0,19.5
97116,7.5,6.0,1.5,5.5,24.0,20.5
97117,6.0,6.0,2.0,5.5,34.0,19.5
97118,8.0,5.0,1.5,6.5,31.0,21.0
97119,6.5,4.5,2.5,6.0,29.0,19.5
97120,5.5,5.5,1.5,7.0,47.0,19.5
97121,6.0,6.0,2.0,7.5,48.0,21.5
97122,7.0,6.0,3.0,6.0,38.0,22.0
97123,6.5,5.0,3.0,5.0,27.0,19.5
97124,7.5,6.0,2.0,6.0,28.0,21.5
97125,8.0,4.0,1.5,8.0,45.0,21.5
97126,7.0,5.0,3.0,8.0,28.0,23.0
97127,8.0,4.0,2.0,4.5,46.0,18.5
97128,6.0,4.5,3.0,8.0,50.0,21.5
97129,7.5,5.0,1.5,6.5,41.0,20.5
97130,8.0,5.5,2.0,8.0,25.0,23.5
97131,5.5,5.5,1.5,4.5,37.0,17.0
97132,7.0,6.0,3.0,4.5,27.0,20.5
97133,6.0,5.0,1.5,8.0,47.0,20.5
97134,8.0,6.0,2.0,5.0,31.0,21.0
97135,6.0,5.5,3.0,6.5,30.0,21.0
97136,6.5,4.0,3.0,7.0,28.0,20.5
97137,6.0,6.0,2.5,7.0,44.0,21.5
97138,7.5,4.0,2.5,5.0,48.0,19.0
97139,8.0,4.0,2.0,5.0,24.0,19.0
97140,7.0,4.0,2.0,4.5,29.0,17.5
97141,8.0,4.0,3.0,5.5,45.0,20.5
97142,6.5,4.0,1.5,6.5,24.0,18.5
97143,7.0,4.0,3.0,6.0,42.0,20.0
97144,7.5,4.0,2.0,7.5,49.0,21.0
97145,8.0,4.5,1.5,5.0,33.0,19.0
97146,7.0,5.5,3.0,6.0,39.0,21.5
97147,7.0,5.5,2.5,7.5,43.0,22.5
97148,7.5,6.0,3.0,8.0,40.0,24.5
97149,5.5,4.5,1.5,8.0,24.0,19.5
97150,7.5,5.0,3.0,6.5,47.0,22.0
97151,7.5,4.5,3.0,5.0,35.0,20.0
97152,7.0,5.0,2.0,8.0,45.0,22.0
97153,5.5,4.0,3.0,6.5,42.0,19.0
97154,6.0,4.5,2.0,7.5,34.0,20.0
97155,5.5,6.0,2.0,5.0,29.0,18.5
97156,5.5,4.0,3.0,7.0,35.0,19.5
97157,6.0,6.0,2.5,6.0,33.0,20.5
97158,6.0,5.5,1.5,6.5,36.0,19.5
97159,6.5,5.0,3.0,6.0,36.0,20.5
97160,6.0,4.0,2.0,6.0,39.0,18.0
97161,7.5,4.0,1.5,6.5,25.0,19.5
97162,5.5,5.5,2.5,5.5,50.0,19.0
97163,6.5,5.5,1.5,6.5,48.0,20.0
97164,6.5,4.0,2.5,7.0,38.0,20.0
97165,5.5,5.5,2.0,4.5,40.0,17.5
97166,8.0,4.5,2.0,7.5,23.0,22.0
97167,6.5,4.5,2.5,6.5,38.0,20.0
97168,7.0,4.5,3.0,6.5,34.0,21.0
97169,7.5,5.0,3.0,4.5,37.0,20.0
97170,6.0,5.5,3.0,7.5,44.0,22.0
97171,7.0,4.5,2.0,5.0,23.0,18.5
97172,8.0,4.5,3.0,8.0,50.0,23.5
97173,6.0,6.0,1.5,7.0,29.0,20.5
97174,7.5,4.0,2.0,4.5,30.0,18.0
97175,6.0,4.0,1.5,7.0,27.0,18.5
97176,7.0,4.0,3.0,8.0,31.0,22.0
97177,7.0,6.0,2.0,8.0,37.0,23.0
97178,7.0,4.5,3.0,8.0,47.0,22.5
97179,5.5,4.0,1.5,5.5,27.0,16.5
97180,7.0,4.5,1.5,7.5,32.0,20.5
97181,7.5,4.5,2.5,7.5,29.0,22.0
97182,6.0,6.0,3.0,8.0,24.0,23.0
97183,6.0,6.0,2.0,7.0,33.0,21.0
97184,7.5,4.0,2.5,6.5,47.0,20.5
97185,6.5,5.0,1.5,6.5,26.0,19.5
97186,8.0,5.5,1.5,8.0,42.0,23.0
97187,6.5,5.0,2.0,5.0,48.0,18.5
97188,5.5,5.5,2.5,6.5,37.0,20.0
97189,6.0,5.5,2.5,7.0,46.0,21.0
97190,7.0,6.0,1.5,6.0,49.0,20.5
97191,7.0,5.0,3.0,6.0,27.0,21.0
97192,8.0,4.5,2.0,6.0,45.0,20.5
97193,7.0,4.5,2.5,7.5,43.0,21.5
97194,7.0,6.0,1.5,6.5,34.0,21.0
97195,6.5,5.0,3.0,4.5,32.0,19.0
97196,5.5,4.5,3.0,7.5,35.0,20.5
97197,7.5,4.0,1.5,6.0,49.0,19.0
97198,8.0,4.0,1.5,4.5,36.0,18.0
97199,8.0,4.5,2.5,6.0,30.0,21.0
97200,8.0,6.0,2.0,8.0,38.0,24.0
97201,7.5,4.0,2.5,8.0,47.0,22.0
97202,8.0,5.5,2.5,5.5,38.0,21.5
97203,7.0,5.0,3.0,4.5,28.0,19.5
97204,6.0,5.5,3.0,8.0,42.0,22.5
97205,7.5,6.0,3.0,7.5,43.0,24.0
97206,7.0,5.5,2.0,7.0,41.0,21.5
97207,8.0,6.0,2.5,5.5,23.0,22.0
97208,6.5,4.5,1.5,6.0,29.0,18.5
97209,5.5,4.0,1.5,5.5,41.0,16.5
97210,5.5,6.0,2.5,6.0,41.0,20.0
97211,6.0,5.5,1.5,6.5,31.0,19.5
97212,7.0,4.0,2.5,4.5,36.0,18.0
97213,5.5,6.0,2.0,6.0,45.0,19.5
97214,6.0,6.0,1.5,7.5,30.0,21.0
97215,6.0,6.0,3.0,7.5,45.0,22.5
97216,7.0,5.0,3.0,7.0,25.0,22.0
97217,7.5,4.5,3.0,6.0,26.0,21.0
97218,6.5,4.5,2.5,6.5,48.0,20.0
97219,6.5,4.0,3.0,4.5,36.0,18.0
97220,7.0,6.0,3.0,7.0,30.0,23.0
97221,7.5,5.0,2.0,6.0,29.0,20.5
97222,5.5,4.0,2.5,6.5,38.0,18.5
97223,5.5,5.0,1.5,8.0,36.0,20.0
97224,7.5,6.0,2.0,8.0,25.0,23.5
97225,5.5,4.5,3.0,7.5,41.0,20.5
97226,7.0,5.0,2.5,8.0,41.0,22.5
97227,7.5,6.0,2.0,8.0,43.0,23.5
97228,7.5,6.0,1.5,4.5,27.0,19.5
97229,6.0,6.0,2.5,5.5,40.0,20.0
97230,6.0,5.5,2.5,5.5,35.0,19.5
97231,5.5,4.0,3.0,4.5,47.0,17.0
97232,8.0,5.5,2.0,5.5,24.0,21.0
97233,6.0,6.0,3.0,8.0,36.0,23.0
97234,7.0,5.5,1.5,5.5,44.0,19.5
97235,7.0,5.0,2.0,6.5,29.0,20.5
97236,6.0,4.0,2.0,5.5,45.0,17.5
97237,7.5,4.0,2.5,8.0,45.0,22.0
97238,7.5,4.5,2.5,8.0,27.0,22.5
97239,5.5,5.5,3.0,5.5,32.0,19.5
97240,7.5,5.5,2.5,7.0,39.0,22.5
97241,6.0,5.0,2.5,7.5,37.0,21.0
97242,6.5,6.0,2.0,8.0,37.0,22.5
97243,5.5,4.5,2.5,5.5,28.0,18.0
97244,6.5,6.0,2.5,6.0,35.0,21.0
97245,8.0,4.5,3.0,4.5,39.0,20.0
97246,5.5,4.0,2.5,8.0,30.0,20.0
97247,7.5,4.5,2.5,8.0,42.0,22.5
97248,5.5,5.0,2.0,6.5,41.0,19.0
97249,6.5,4.5,3.0,4.5,41.0,18.5
97250,5.5,4.5,3.0,7.5,43.0,20.5
97251,5.5,4.5,3.0,6.5,48.0,19.5
97252,6.0,4.5,1.5,7.5,30.0,19.5
97253,7.0,4.0,2.5,6.5,26.0,20.0
97254,6.0,5.5,3.0,5.0,33.0,19.5
97255,6.5,6.0,3.0,5.0,43.0,20.5
97256,6.0,4.0,3.0,7.5,27.0,20.5
97257,8.0,5.0,1.5,7.0,40.0,21.5
97258,6.0,4.0,3.0,7.5,40.0,20.5
97259,7.5,4.5,2.0,5.0,45.0,19.0
97260,7.5,4.5,3.0,6.5,29.0,21.5
97261,6.5,5.5,2.0,7.5,24.0,21.5
97262,6.5,5.0,1.5,7.5,34.0,20.5
97263,6.0,4.5,3.0,5.5,34.0,19.0
97264,7.5,4.0,1.5,5.0,24.0,18.0
97265,7.0,6.0,1.5,8.0,45.0,22.5
97266,6.5,4.5,3.0,5.0,41.0,19.0
97267,5.5,4.0,1.5,4.5,28.0,15.5
97268,7.0,4.0,1.5,4.5,25.0,17.0
97269,6.5,6.0,3.0,7.5,39.0,23.0
97270,7.0,4.5,2.5,4.5,33.0,18.5
97271,6.0,4.5,3.0,7.0,29.0,20.5
97272,6.5,6.0,3.0,5.5,31.0,21.0
97273,6.5,6.0,3.0,4.5,38.0,20.0
97274,7.0,4.0,2.5,6.0,39.0,19.5
97275,6.5,4.5,1.5,7.0,34.0,19.5
97276,8.0,4.5,3.0,5.5,30.0,21.0
97277,8.0,5.0,2.0,6.5,32.0,21.5
97278,8.0,5.0,2.5,4.5,32.0,20.0
97279,8.0,4.0,2.5,6.5,25.0,21.0
97280,8.0,4.0,3.0,7.0,32.0,22.0
97281,7.5,4.0,3.0,4.5,32.0,19.0
97282,6.5,5.5,3.0,6.5,30.0,21.5
97283,6.0,5.5,2.0,4.5,25.0,18.0
97284,8.0,4.5,3.0,7.5,23.0,23.0
97285,6.0,4.0,2.0,8.0,36.0,20.0
97286,8.0,4.0,1.5,8.0,23.0,21.5
97287,5.5,5.0,2.0,6.0,27.0,18.5
97288,6.0,5.0,1.5,5.5,42.0,18.0
97289,7.5,5.0,2.5,7.0,34.0,22.0
97290,7.0,5.0,3.0,5.0,37.0,20.0
97291,5.5,5.5,3.0,8.0,41.0,22.0
97292,5.5,4.5,3.0,5.5,49.0,18.5
97293,7.0,4.0,2.0,5.5,35.0,18.5
97294,6.0,5.0,1.5,5.5,25.0,18.0
97295,5.5,4.0,3.0,4.5,31.0,17.0
97296,8.0,4.5,2.0,5.0,30.0,19.5
97297,8.0,4.0,2.0,6.5,41.0,20.5
97298,8.0,6.0,1.5,7.5,32.0,23.0
97299,7.0,5.5,3.0,6.5,41.0,22.0
97300,8.0,6.0,1.5,5.0,41.0,20.5
97301,7.5,4.5,2.5,7.5,39.0,22.0
97302,6.5,4.5,2.0,5.5,26.0,18.5
97303,6.0,4.5,1.5,5.0,23.0,17.0
97304,6.5,5.5,3.0,7.5,48.0,22.5
97305,6.0,6.0,3.0,6.5,46.0,21.5
97306,8.0,5.5,2.0,7.0,42.0,22.5
97307,7.0,6.0,2.0,5.5,26.0,20.5
97308,7.5,5.5,2.5,7.0,49.0,22.5
97309,6.0,4.0,1.5,6.0,29.0,17.5
97310,6.0,4.0,2.0,6.5,35.0,18.5
97311,7.0,4.0,3.0,8.0,47.0,22.0
97312,8.0,5.5,2.0,6.0,27.0,21.5
97313,6.0,4.0,2.5,4.5,43.0,17.0
97314,6.5,4.5,2.0,7.0,26.0,20.0
97315,7.5,5.0,2.0,7.0,36.0,21.5
97316,7.5,6.0,2.5,6.0,33.0,22.0
97317,7.0,4.5,2.5,5.0,36.0,19.0
97318,6.0,4.0,1.5,8.0,24.0,19.5
97319,7.0,5.5,3.0,6.5,41.0,22.0
97320,5.5,4.5,2.0,5.0,34.0,17.0
97321,7.5,4.5,2.5,8.0,37.0,22.5
97322,8.0,4.5,1.5,5.5,49.0,19.5
97323,5.5,5.0,2.5,5.5,34.0,18.5
97324,5.5,5.0,3.0,5.5,43.0,19.0
97325,7.5,4.0,2.0,6.5,45.0,20.0
97326,6.5,5.5,1.5,6.5,45.0,20.0
97327,5.5,4.0,1.5,6.0,29.0,17.0
97328,7.0,4.0,2.5,7.5,40.0,21.0
97329,6.5,4.5,2.5,6.5,49.0,20.0
97330,8.0,4.5,1.5,5.5,26.0,19.5
97331,7.0,5.0,2.5,7.5,37.0,22.0
97332,7.0,5.0,2.0,5.0,44.0,19.0
97333,7.5,5.5,2.5,6.0,46.0,21.5
97334,6.0,6.0,2.5,7.5,29.0,22.0
97335,5.5,4.5,2.0,4.5,26.0,16.5
97336,7.5,5.0,2.5,7.5,50.0,22.5
97337,5.5,6.0,2.0,5.5,33.0,19.0
97338,5.5,4.5,2.0,7.0,33.0,19.0
97339,7.0,4.0,2.0,8.0,44.0,21.0
97340,7.5,5.5,3.0,5.0,43.0,21.0
97341,7.5,6.0,3.0,5.0,46.0,21.5
97342,5.5,4.5,3.0,7.5,24.0,20.5
97343,7.0,6.0,2.5,7.5,31.0,23.0
97344,6.5,4.5,3.0,7.0,31.0,21.0
97345,6.0,5.5,1.5,8.0,42.0,21.0
97346,8.0,6.0,1.5,8.0,45.0,23.5
97347,7.5,5.0,2.0,6.0,48.0,20.5
97348,8.0,5.5,2.5,7.0,40.0,23.0
97349,6.5,4.5,2.5,7.5,32.0,21.0
97350,8.0,4.5,2.5,5.0,30.0,20.0
97351,7.0,6.0,3.0,4.5,32.0,20.5
97352,8.0,4.5,2.0,5.5,35.0,20.0
97353,8.0,4.5,3.0,6.5,34.0,22.0
97354,5.5,5.0,3.0,4.5,50.0,18.0
97355,6.0,5.0,2.5,6.0,42.0,19.5
97356,6.5,5.5,2.5,4.5,36.0,19.0
97357,6.5,4.5,3.0,5.0,27.0,19.0
97358,6.5,5.5,2.0,5.0,34.0,19.0
97359,7.0,4.5,2.5,8.0,31.0,22.0
97360,7.5,6.0,1.5,7.0,29.0,22.0
97361,7.0,5.0,2.5,7.5,41.0,22.0
97362,5.5,4.5,3.0,5.5,49.0,18.5
97363,7.5,5.5,2.0,8.0,47.0,23.0
97364,8.0,4.5,1.5,5.5,35.0,19.5
97365,7.5,6.0,2.0,5.5,41.0,21.0
97366,7.5,5.0,2.0,4.5,36.0,19.0
97367,6.0,5.0,2.5,5.5,38.0,19.0
97368,5.5,4.0,2.0,5.5,35.0,17.0
97369,7.5,5.5,3.0,7.0,44.0,23.0
97370,7.0,4.0,1.5,5.0,48.0,17.5
97371,6.0,6.0,1.5,5.5,42.0,19.0
97372,8.0,4.0,3.0,7.5,28.0,22.5
97373,5.5,4.0,2.0,8.0,37.0,19.5
97374,6.0,4.0,2.0,6.5,34.0,18.5
97375,7.5,4.5,2.5,4.5,35.0,19.0
97376,7.5,5.5,2.0,4.5,38.0,19.5
97377,7.0,4.5,2.5,4.5,25.0,18.5
97378,5.5,4.5,2.5,5.0,36.0,17.5
97379,6.5,4.5,3.0,6.5,41.0,20.5
97380,6.0,4.0,1.5,5.5,39.0,17.0
97381,6.5,6.0,3.0,7.5,45.0,23.0
97382,7.5,5.5,2.0,5.5,35.0,20.5
97383,7.0,4.0,1.5,5.5,49.0,18.0
97384,7.0,5.0,3.0,8.0,27.0,23.0
97385,8.0,4.5,1.5,7.0,32.0,21.0
97386,8.0,6.0,2.5,7.5,30.0,24.0
97387,8.0,4.5,1.5,5.5,32.0,19.5
97388,6.5,4.0,2.5,5.0,28.0,18.0
97389,7.5,4.5,2.5,8.0,30.0,22.5
97390,7.0,5.0,2.0,8.0,38.0,22.0
97391,5.5,4.0,1.5,4.5,35.0,15.5
97392,7.5,4.0,2.5,5.0,48.0,19.0
97393,7.5,6.0,2.5,5.5,49.0,21.5
97394,5.5,4.0,1.5,4.5,30.0,15.5
97395,6.0,4.0,3.0,7.5,44.0,20.5
97396,6.5,5.5,2.5,6.0,31.0,20.5
97397,6.0,5.5,3.0,7.0,28.0,21.5
97398,8.0,5.5,2.5,7.5,36.0,23.5
97399,7.0,6.0,3.0,6.5,31.0,22.5
97400,5.5,6.0,2.0,7.0,40.0,20.5
97401,7.5,5.0,2.0,6.5,33.0,21.0
97402,8.0,5.0,2.0,4.5,30.0,19.5
97403,6.0,4.0,2.5,5.5,24.0,18.0
97404,8.0,4.5,2.5,7.5,28.0,22.5
97405,7.0,5.5,2.0,7.5,28.0,22.0
97406,7.0,4.5,3.0,6.0,39.0,20.5
97407,7.5,6.0,2.0,5.0,40.0,20.5
97408,6.0,4.5,1.5,5.5,37.0,17.5
97409,5.5,4.5,2.0,4.5,46.0,16.5
97410,8.0,4.5,1.5,5.5,42.0,19.5
97411,5.5,5.5,2.5,6.0,26.0,19.5
97413,8.0,6.0,1.5,7.0,45.0,22.5
97414,6.5,5.5,2.5,5.0,39.0,19.5
97415,7.0,6.0,3.0,7.0,47.0,23.0
97416,6.0,4.5,2.5,5.0,33.0,18.0
97417,7.5,5.5,1.5,6.5,24.0,21.0
97418,7.0,5.5,3.0,8.0,24.0,23.5
97419,7.0,5.5,2.0,6.5,43.0,21.0
97420,5.5,4.5,2.5,6.5,42.0,19.0
97421,7.5,5.0,2.5,4.5,40.0,19.5
97422,6.5,4.5,2.5,7.5,25.0,21.0
97423,6.0,5.0,1.5,4.5,43.0,17.0
97424,6.5,6.0,2.0,5.5,26.0,20.0
97425,6.5,5.0,1.5,6.5,35.0,19.5
97426,6.5,5.0,3.0,6.5,26.0,21.0
97427,6.5,5.0,2.0,7.0,47.0,20.5
97428,6.5,5.5,2.0,5.0,45.0,19.0
97429,7.0,4.0,2.0,7.0,48.0,20.0
97430,7.5,4.5,1.5,6.0,48.0,19.5
97431,7.0,4.0,3.0,4.5,26.0,18.5
97432,5.5,5.5,1.5,6.5,41.0,19.0
97433,5.5,4.0,3.0,6.5,47.0,19.0
97434,6.0,5.0,1.5,8.0,41.0,20.5
97435,5.5,4.0,2.0,7.5,47.0,19.0
97436,5.5,6.0,2.0,6.5,34.0,20.0
97437,7.0,5.5,2.0,5.0,27.0,19.5
97438,8.0,4.5,2.5,7.5,43.0,22.5
97439,5.5,4.5,2.0,5.5,33.0,17.5
97440,6.5,5.0,1.5,7.5,43.0,20.5
97441,6.0,4.5,3.0,8.0,23.0,21.5
97442,5.5,4.5,2.0,4.5,29.0,16.5
97443,6.5,5.0,3.0,4.5,30.0,19.0
97444,7.0,6.0,2.0,7.0,41.0,22.0
97445,8.0,5.5,2.0,5.5,44.0,21.0
97446,6.5,5.5,3.0,6.5,23.0,21.5
97447,6.0,4.5,3.0,8.0,39.0,21.5
97448,5.5,6.0,2.5,4.5,43.0,18.5
97449,8.0,5.5,1.5,6.5,27.0,21.5
97450,7.0,5.5,2.5,4.5,34.0,19.5
97451,6.5,5.0,2.0,4.5,40.0,18.0
97452,8.0,5.0,3.0,6.5,38.0,22.5
97453,6.0,4.0,2.5,7.0,48.0,19.5
97454,6.5,6.0,2.5,6.5,36.0,21.5
97455,7.5,4.5,3.0,6.0,33.0,21.0
97456,5.5,4.5,1.5,6.0,43.0,17.5
97457,5.5,5.0,3.0,5.0,43.0,18.5
97458,7.5,5.5,1.5,6.5,29.0,21.0
97459,8.0,5.0,2.5,7.5,23.0,23.0
97460,8.0,6.0,2.5,7.0,45.0,23.5
97461,8.0,4.0,2.5,5.5,24.0,20.0
97462,5.5,4.5,1.5,8.0,27.0,19.5
97463,6.0,6.0,3.0,4.5,35.0,19.5
97464,6.5,4.0,2.0,4.5,30.0,17.0
97465,7.5,5.5,2.0,5.0,41.0,20.0
97466,8.0,5.0,2.0,6.0,45.0,21.0
97467,7.0,4.5,1.5,5.0,50.0,18.0
97468,5.5,5.5,1.5,7.0,46.0,19.5
97469,6.0,6.0,3.0,7.5,37.0,22.5
97470,6.0,4.5,2.0,6.5,33.0,19.0
97471,7.5,4.5,2.5,7.0,28.0,21.5
97472,7.5,5.0,2.5,4.5,42.0,19.5
97473,8.0,4.5,3.0,4.5,28.0,20.0
97474,7.5,5.5,2.5,6.5,36.0,22.0
97475,5.5,5.0,2.5,8.0,34.0,21.0
97476,7.0,6.0,2.0,8.0,34.0,23.0
97477,5.5,6.0,2.0,5.5,38.0,19.0
97478,6.5,6.0,2.5,6.5,32.0,21.5
97479,7.5,5.5,2.0,6.0,42.0,21.0
97480,7.0,4.0,3.0,6.5,33.0,20.5
97481,6.0,5.0,3.0,7.5,35.0,21.5
97482,6.5,5.0,3.0,7.0,38.0,21.5
97483,7.0,6.0,2.5,5.0,44.0,20.5
97484,6.5,4.5,2.0,7.0,25.0,20.0
97485,6.0,5.5,2.0,7.5,33.0,21.0
97486,7.5,4.5,2.5,7.0,44.0,21.5
97487,6.0,4.5,3.0,5.0,44.0,18.5
97488,7.0,4.0,3.0,7.0,29.0,21.0
97489,7.0,5.5,2.0,5.5,33.0,20.0
97490,7.0,4.5,2.0,5.0,27.0,18.5
97491,6.5,5.0,2.5,6.0,32.0,20.0
97492,8.0,5.5,3.0,7.5,41.0,24.0
97493,6.0,5.5,3.0,8.0,50.0,22.5
97494,7.0,6.0,3.0,5.0,37.0,21.0
97495,7.0,6.0,2.0,5.0,34.0,20.0
97496,7.0,5.0,2.5,7.5,27.0,22.0
97497,8.0,6.0,2.0,7.5,23.0,23.5
97498,6.5,4.0,1.5,6.0,36.0,18.0
97499,6.5,4.0,2.5,6.0,25.0,19.0
97500,5.5,5.5,1.5,8.0,42.0,20.5
97501,6.5,6.0,2.5,5.0,48.0,20.0
97502,7.5,5.5,3.0,7.0,37.0,23.0
97503,7.0,4.5,3.0,5.0,47.0,19.5
97504,8.0,5.0,2.0,4.5,31.0,19.5
97505,8.0,6.0,3.0,5.5,43.0,22.5
97506,8.0,5.0,2.5,8.0,41.0,23.5
97507,6.0,4.5,1.5,4.5,32.0,16.5
97508,8.0,6.0,3.0,5.5,41.0,22.5
97509,7.5,4.0,2.0,8.0,32.0,21.5
97510,7.5,5.0,1.5,6.0,29.0,20.0
97511,6.5,4.0,2.0,5.0,28.0,17.5
97512,6.5,5.5,1.5,8.0,27.0,21.5
97513,5.5,5.0,1.5,6.0,47.0,18.0
97514,7.0,5.5,1.5,4.5,46.0,18.5
97515,8.0,5.0,1.5,7.0,43.0,21.5
97516,6.5,5.0,1.5,8.0,49.0,21.0
97517,8.0,6.0,2.0,7.5,23.0,23.5
97518,7.5,4.0,3.0,8.0,28.0,22.5
97519,7.0,4.0,3.0,6.5,45.0,20.5
97520,6.0,4.5,3.0,7.0,27.0,20.5
97521,8.0,6.0,2.5,7.0,42.0,23.5
97522,5.5,5.5,2.0,6.0,26.0,19.0
97523,7.5,4.0,2.0,6.0,41.0,19.5
97524,6.5,4.0,2.5,6.5,46.0,19.5
97525,7.0,4.5,2.5,5.0,42.0,19.0
97526,8.0,4.0,2.5,5.5,45.0,20.0
97527,7.5,4.0,1.5,7.0,49.0,20.0
97528,5.5,4.0,2.5,5.5,34.0,17.5
97529,5.5,6.0,2.5,6.5,32.0,20.5
97530,5.5,5.5,2.0,7.0,31.0,20.0
97531,8.0,4.0,1.5,7.0,30.0,20.5
97532,7.5,6.0,3.0,7.0,37.0,23.5
97533,8.0,5.0,2.5,6.0,28.0,21.5
97534,8.0,4.0,3.0,6.5,35.0,21.5
97535,7.5,6.0,2.5,7.0,44.0,23.0
97536,7.5,4.0,3.0,6.5,45.0,21.0
97537,6.0,6.0,3.0,6.5,46.0,21.5
97538,7.5,4.5,2.5,7.5,33.0,22.0
97539,5.5,4.5,1.5,4.5,36.0,16.0
97540,8.0,5.0,2.0,8.0,37.0,23.0
97541,6.0,4.0,2.5,7.0,47.0,19.5
97542,6.5,4.0,3.0,7.0,30.0,20.5
97543,6.0,5.0,1.5,5.0,38.0,17.5
97544,7.0,4.0,1.5,6.0,25.0,18.5
97545,5.5,6.0,2.5,7.5,43.0,21.5
97546,6.0,5.5,2.5,8.0,32.0,22.0
97547,7.5,5.5,2.0,4.5,44.0,19.5
97548,7.0,5.5,3.0,5.5,38.0,21.0
97549,6.0,4.0,2.0,4.5,40.0,16.5
97550,6.5,5.0,2.5,5.5,44.0,19.5
97551,7.0,5.5,3.0,4.5,23.0,20.0
97552,7.5,5.0,3.0,5.0,48.0,20.5
97553,7.5,4.0,2.5,6.5,27.0,20.5
97554,8.0,5.0,1.5,5.5,40.0,20.0
97555,6.0,4.5,2.5,6.0,37.0,19.0
97556,7.5,5.5,2.5,5.0,41.0,20.5
97557,5.5,4.5,2.0,4.5,26.0,16.5
97558,8.0,4.5,2.5,7.0,45.0,22.0
97559,6.0,6.0,1.5,6.5,47.0,20.0
97560,7.0,5.0,3.0,6.5,28.0,21.5
97561,7.5,4.5,2.0,5.5,31.0,19.5
97562,6.0,5.5,2.5,6.0,29.0,20.0
97563,5.5,5.0,2.5,5.5,40.0,18.5
97564,5.5,4.0,2.0,7.5,43.0,19.0
97565,5.5,5.0,2.5,6.0,47.0,19.0
97566,7.5,4.5,2.5,5.0,35.0,19.5
97567,7.0,6.0,1.5,7.0,26.0,21.5
97568,5.5,4.5,3.0,5.5,50.0,18.5
97569,8.0,5.5,1.5,7.0,25.0,22.0
