MAS_S,MAS_O,MAS_D,MAS_M,PD
7.42,5.8100000000000005,1.96,6.1,49
7.13,4.69,1.62,6.7,48
6.28,5.73,2.8200000000000003,7.25,39
7.9399999999999995,5.21,2.88,7.63,48
7.43,4.54,2.6500000000000004,5.23,37
6.76,5.96,1.98,6.08,48
6.35,5.37,2.14,7.01,38
6.17,5.83,2.18,7.95,48
6.75,5.73,1.88,6.1899999999999995,39
6.53,5.39,1.53,6.4399999999999995,40
7.75,4.87,1.58,5.54,40
6.7,5.19,2.5300000000000002,7.67,46
6.9,5.6,2.3200000000000003,5.59,37
7.68,5.48,2.85,6.390000000000001,43
7.25,5.84,1.8900000000000001,6.72,40
7.1,5.62,1.54,6.82,45
7.6,5.6,2.29,7.28,45
7.0600000000000005,5.23,1.69,6.72,37
6.03,5.49,1.94,7.77,47
7.32,5.02,2.85,5.75,45
7.8,4.65,1.73,6.86,44
7.140000000000001,5.73,1.98,5.8100000000000005,50
6.52,4.68,1.68,5.85,44
6.73,5.0600000000000005,2.88,7.8100000000000005,41
6.2,5.29,1.74,6.88,44
7.61,5.74,2.12,6.12,49
7.890000000000001,5.34,2.83,5.59,41
6.06,5.46,1.5,6.88,50
6.99,5.36,1.52,7.140000000000001,48
6.53,5.72,2.05,5.46,45
6.1,5.02,2.89,7.15,45
6.27,5.65,2.81,6.54,38
6.39,5.66,2.46,6.98,44
6.03,5.71,1.99,7.12,40
6.8,4.97,2.12,5.51,49
7.07,5.75,1.88,7.3100000000000005,39
7.35,4.53,1.71,7.45,45
7.96,5.7,2.46,6.74,42
7.53,5.51,1.61,6.83,47
7.1899999999999995,5.84,2.16,6.49,49
7.2,5.0600000000000005,2.66,6.9399999999999995,45
7.67,4.77,2.6500000000000004,5.6,39
6.97,5.51,1.57,7.26,50
6.77,5.28,1.94,6.47,48
6.44,5.82,1.93,5.03,39
6.04,4.73,1.6,6.23,42
6.67,4.88,1.53,5.52,38
7.73,5.58,2.87,7.6899999999999995,50
6.88,4.75,1.57,7.93,44
6.34,5.62,2.43,7.8100000000000005,42
7.11,4.57,2.6799999999999997,7.73,39
7.93,5.67,2.18,7.37,42
6.14,5.25,2.8600000000000003,5.24,37
7.82,4.97,2.9000000000000004,5.1,49
7.91,5.05,1.71,5.02,46
6.51,5.07,2.48,5.4,40
6.94,4.99,1.82,7.77,38
6.92,5.8100000000000005,1.54,7.27,45
6.34,4.93,1.52,7.02,37
6.7,5.9,1.75,5.23,37
7.58,4.9,2.06,6.63,46
7.36,5.42,2.29,5.49,47
6.29,5.87,2.62,6.2,50
7.140000000000001,4.55,1.73,6.32,46
7.46,5.79,2.74,5.72,40
7.34,5.17,1.88,5.93,38
6.13,4.53,2.29,5.69,44
7.99,4.53,2.43,7.37,42
7.96,5.85,2.33,7.77,50
6.35,5.35,1.66,7.99,40
6.5,5.53,1.62,7.87,37
7.12,5.92,2.85,6.02,41
6.07,5.95,1.87,5.91,42
7.15,5.39,2.8200000000000003,6.9399999999999995,42
7.98,5.2,2.6100000000000003,7.87,45
6.55,4.74,1.84,7.37,42
7.7,4.82,2.45,6.8,45
6.55,5.9399999999999995,1.8599999999999999,7.76,44
6.9,4.99,1.54,7.35,44
7.83,5.27,2.9000000000000004,7.76,39
7.84,5.4,2.0300000000000002,5.11,44
6.82,5.52,2.31,7.5,40
6.33,5.5600000000000005,2.5300000000000002,5.93,42
6.69,5.5600000000000005,1.59,5.42,44
6.75,5.87,2.83,5.9,37
6.89,5.45,2.0700000000000003,6.74,41
6.64,5.97,1.78,7.3100000000000005,49
6.5600000000000005,4.94,1.88,7.35,46
6.27,5.59,1.74,7.87,44
6.43,4.82,1.97,6.3100000000000005,44
7.3100000000000005,5.3100000000000005,1.59,7.75,38
6.9,5.03,1.83,5.01,41
7.98,5.08,1.63,6.51,37
7.390000000000001,5.79,2.11,5.8100000000000005,44
7.26,5.61,1.62,7.8100000000000005,41
6.45,4.56,2.89,6.140000000000001,37
6.39,5.78,2.67,7.79,50
7.0,4.88,2.87,7.640000000000001,45
7.05,5.82,2.99,6.92,45
6.25,5.72,2.2,7.23,49
7.84,4.61,1.63,5.28,38
6.87,5.8,1.79,5.94,43
7.71,5.02,2.5700000000000003,7.8100000000000005,46
6.42,5.6899999999999995,2.36,5.38,41
6.93,5.38,2.8200000000000003,6.73,37
6.23,5.04,2.66,5.79,45
6.8100000000000005,4.76,1.55,7.29,48
7.82,5.29,2.3200000000000003,6.28,41
6.35,4.91,2.44,6.32,40
7.63,5.87,1.85,6.46,42
6.86,4.68,2.66,7.52,42
7.03,4.85,2.4,6.78,43
7.15,5.12,1.66,7.24,37
6.6,4.63,2.85,5.86,42
7.65,5.78,2.13,5.28,42
6.72,4.53,2.5,6.24,42
6.64,5.57,2.7800000000000002,6.97,40
7.71,5.92,1.79,6.92,43
6.46,5.28,2.6799999999999997,6.63,38
6.66,5.92,1.98,6.24,50
6.06,5.47,2.23,5.26,42
6.28,4.79,2.75,6.08,41
7.78,4.74,2.54,6.53,37
7.37,5.57,1.5,6.55,38
6.01,4.81,2.7199999999999998,6.11,45
7.0,5.29,2.49,6.42,48
6.02,5.29,2.76,7.140000000000001,49
6.0,5.36,1.63,5.98,50
6.53,4.62,1.7,6.77,39
6.69,4.76,1.6400000000000001,5.4,40
6.28,5.85,1.75,6.140000000000001,38
7.27,5.9399999999999995,2.24,7.25,42
7.91,4.89,2.76,7.17,38
7.16,5.7,2.1,5.6,37
6.55,5.53,2.96,7.28,49
6.7,5.53,2.89,6.57,43
6.18,4.55,2.84,7.58,47
7.97,5.65,1.85,5.35,42
7.1,5.96,2.52,7.35,47
6.87,5.3,2.21,6.17,41
6.91,4.89,1.77,6.1899999999999995,43
7.48,4.53,2.43,7.52,45
6.31,5.27,2.6100000000000003,7.970000000000001,39
6.26,5.4,2.81,6.47,47
6.5,4.99,1.6,6.79,38
7.15,5.21,2.43,6.73,39
7.02,5.49,1.71,7.49,39
7.98,4.68,2.88,6.47,46
6.02,5.26,1.75,6.38,50
7.1,5.42,1.88,5.29,47
7.4,4.56,1.81,6.09,45
6.45,5.62,2.23,7.85,46
7.76,4.86,1.61,6.42,44
7.6899999999999995,4.57,2.31,5.7,42
7.32,5.72,2.6799999999999997,6.03,50
7.86,4.57,2.92,5.84,41
6.68,5.58,2.45,5.33,44
6.23,4.89,2.79,5.74,40
7.07,5.61,2.36,7.859999999999999,49
7.5,4.57,1.85,6.93,49
6.75,5.0600000000000005,2.09,7.73,40
7.6,5.63,2.13,6.09,39
6.5600000000000005,4.68,1.56,5.5,42
7.3100000000000005,5.98,1.56,6.48,47
7.6,5.29,1.99,7.25,47
6.5600000000000005,4.81,2.26,5.66,49
7.99,5.51,1.98,5.89,43
7.0,5.5,2.21,5.69,49
7.83,5.2,2.96,5.52,44
6.69,5.78,2.54,5.14,42
7.84,5.35,2.21,6.46,46
7.59,5.4,2.99,6.85,49
6.24,5.2,1.94,6.34,43
6.51,4.95,1.59,5.05,46
6.0,5.9399999999999995,2.33,5.82,45
6.02,4.96,2.5,6.890000000000001,42
6.14,4.85,2.74,7.42,40
7.43,5.67,1.72,7.300000000000001,50
7.67,5.1,2.8,5.25,39
6.94,4.88,2.89,7.83,43
6.21,5.51,2.85,6.11,49
7.59,4.89,2.11,5.41,42
7.75,4.93,1.9100000000000001,5.8,49
6.78,4.66,2.08,6.43,47
7.9,4.69,2.5,6.42,47
6.09,5.73,2.8600000000000003,7.57,40
7.08,5.87,2.11,7.98,50
7.25,5.43,1.67,6.6899999999999995,44
6.58,5.13,2.9299999999999997,6.51,44
7.12,5.1,1.72,5.68,45
6.64,5.59,1.59,5.54,46
6.89,4.84,1.73,6.87,40
7.48,5.68,1.62,7.1,49
7.92,4.51,2.54,6.32,40
7.95,5.84,2.66,6.79,39
7.75,4.98,1.8900000000000001,7.67,37
7.87,4.92,1.66,7.99,37
6.31,4.61,2.99,6.140000000000001,42
6.12,4.74,2.29,6.86,37
6.66,5.5600000000000005,2.6100000000000003,7.29,37
7.15,5.11,1.5,6.99,44
7.53,5.640000000000001,1.8,5.76,43
6.69,4.92,2.5700000000000003,6.59,50
7.02,4.69,2.95,6.8100000000000005,50
7.4399999999999995,5.91,2.67,6.3,43
7.3,5.27,2.87,6.32,40
6.14,4.95,2.12,5.8100000000000005,45
7.91,5.68,2.9299999999999997,5.6,47
7.01,4.71,2.3,6.33,47
6.52,5.49,2.2,5.84,44
7.76,5.19,1.82,7.34,37
7.8100000000000005,4.73,2.64,5.22,42
7.28,5.02,2.14,6.53,40
6.25,4.5,1.94,6.37,40
7.37,5.15,1.83,5.96,40
6.61,4.86,2.2,5.2,42
7.3,5.67,2.01,6.83,39
6.72,4.92,2.95,6.96,38
7.82,5.39,1.52,7.63,37
7.03,5.33,2.17,7.5,38
6.58,4.55,1.57,5.52,47
6.66,4.86,3.0,7.7,40
6.87,4.7,1.87,5.16,42
6.63,5.77,1.73,6.72,47
7.71,5.35,1.98,5.41,39
6.4,4.9,2.35,7.23,42
6.73,5.74,2.88,6.76,42
7.35,4.7,1.7,5.48,50
6.05,5.5600000000000005,1.54,6.9399999999999995,39
6.92,4.57,1.75,7.8100000000000005,49
6.12,5.0,2.66,6.43,38
7.5,5.32,2.17,7.1,41
7.26,4.76,2.49,5.18,46
6.48,5.640000000000001,2.9000000000000004,7.79,40
6.42,5.58,2.9000000000000004,6.08,46
6.8,5.34,2.87,7.5600000000000005,37
7.91,5.97,2.87,7.09,46
7.52,4.77,2.91,7.59,43
7.03,5.0,1.96,6.640000000000001,44
7.95,5.890000000000001,2.6500000000000004,5.65,42
7.03,5.21,2.66,7.37,37
7.68,5.01,2.34,5.7,46
7.22,4.81,2.15,5.12,42
6.26,5.99,1.99,7.91,40
7.1899999999999995,5.32,1.9,6.390000000000001,50
7.25,4.95,1.98,6.51,39
7.87,5.0600000000000005,2.42,5.52,38
7.93,5.44,2.81,5.36,42
7.68,4.68,2.17,7.62,42
7.24,5.9399999999999995,1.63,5.67,37
6.15,5.99,2.6500000000000004,6.3100000000000005,42
7.79,4.96,1.52,5.5600000000000005,45
7.8,5.09,2.6100000000000003,6.0,42
7.73,4.57,1.85,6.6,45
7.8100000000000005,5.09,2.9299999999999997,6.83,42
6.44,4.77,2.44,7.79,40
6.66,5.65,2.42,6.3100000000000005,44
7.98,5.12,1.75,6.92,40
6.78,4.66,2.8600000000000003,7.0600000000000005,44
7.68,4.94,2.51,5.46,39
6.91,5.83,1.83,7.470000000000001,46
7.390000000000001,4.62,2.43,7.74,50
6.28,5.47,2.17,6.13,49
7.28,4.56,2.55,6.72,43
7.41,5.34,2.94,6.48,41
7.84,5.98,1.99,7.63,50
7.45,5.59,2.31,6.4399999999999995,47
6.44,5.05,2.41,7.26,48
6.62,4.54,2.8600000000000003,7.75,44
7.48,4.71,1.58,6.73,47
6.5,5.3,1.66,6.21,48
6.18,5.18,2.18,7.5,42
7.48,4.95,2.37,7.01,41
7.26,5.43,1.88,5.68,46
7.38,4.54,2.76,6.78,48
6.92,4.95,1.69,6.65,44
6.8,5.16,2.09,6.63,42
6.04,5.19,2.66,7.220000000000001,47
6.51,5.41,3.0,6.73,50
6.43,5.57,2.6,6.890000000000001,39
7.53,5.57,2.41,6.78,42
7.71,4.9,1.87,7.66,39
6.32,5.48,1.63,7.74,46
7.68,4.57,2.25,5.17,40
7.17,5.1,2.29,6.99,43
7.83,5.55,2.1,5.12,41
7.99,4.98,2.96,6.51,42
6.65,5.84,2.92,5.78,46
7.52,5.75,2.06,6.83,38
6.26,5.19,2.3,5.04,44
7.88,4.97,2.81,7.93,37
7.03,4.55,2.77,6.0,37
7.9399999999999995,5.38,2.48,7.98,44
7.5600000000000005,4.86,2.9299999999999997,5.05,46
7.7,4.71,2.95,6.1,43
6.89,5.9,1.61,5.5600000000000005,43
6.6,5.87,1.76,7.05,47
6.45,5.8,2.11,7.220000000000001,47
6.58,5.88,2.51,5.45,42
7.58,5.3100000000000005,2.31,5.16,49
7.0600000000000005,5.82,2.2199999999999998,7.77,40
6.42,5.66,2.41,5.44,41
6.82,4.62,2.19,6.11,48
6.67,5.29,1.78,5.59,46
6.99,4.82,2.41,6.3,48
7.75,4.77,2.88,5.5600000000000005,50
7.03,5.61,1.83,6.85,39
6.35,5.96,2.73,7.53,40
6.67,5.87,1.73,7.52,44
6.86,4.93,2.56,5.45,50
7.15,5.3,1.71,7.59,45
7.5600000000000005,4.63,2.25,7.09,44
7.42,5.47,1.74,7.78,48
6.46,4.67,2.88,5.48,37
7.55,4.65,2.3,6.71,45
6.94,5.54,2.19,6.07,43
7.35,4.65,2.3,7.78,39
7.9399999999999995,5.62,2.27,6.93,49
7.01,5.18,2.99,6.07,42
7.73,5.9,2.44,6.87,42
7.1,5.73,2.52,6.95,50
7.72,5.3100000000000005,1.94,6.5,43
6.73,4.53,1.82,6.28,39
6.5600000000000005,4.84,2.11,5.36,38
6.79,4.98,1.56,7.57,47
7.49,5.11,2.84,6.890000000000001,48
7.79,5.34,2.2800000000000002,5.44,42
6.19,5.03,2.33,5.51,41
7.2,5.51,2.8600000000000003,5.44,46
7.54,5.93,1.63,5.84,41
7.05,5.68,1.68,5.37,46
6.1,4.96,2.37,6.09,41
6.04,5.96,2.34,7.78,45
7.66,5.98,2.99,5.88,39
7.57,5.6,2.17,5.36,47
7.95,5.5,2.9299999999999997,5.92,43
6.29,5.04,2.4699999999999998,7.550000000000001,45
7.4399999999999995,5.25,2.14,5.41,44
7.29,5.35,2.36,6.98,48
6.7,4.81,1.52,7.88,48
6.32,4.96,1.6,7.859999999999999,38
7.37,4.51,2.5300000000000002,5.64,37
6.33,5.0600000000000005,2.52,6.140000000000001,50
7.71,5.0600000000000005,1.97,5.14,43
7.5600000000000005,5.59,2.95,5.3,49
6.96,5.99,2.24,7.890000000000001,47
6.41,5.74,2.6100000000000003,7.5,50
7.86,5.62,2.89,6.03,48
7.41,5.11,1.75,6.79,49
7.3100000000000005,4.88,2.33,6.98,41
6.91,4.72,2.84,7.970000000000001,43
6.41,5.62,2.7199999999999998,7.93,49
6.99,4.98,2.69,5.61,47
6.36,5.96,2.79,7.6899999999999995,43
7.1899999999999995,5.45,2.08,7.970000000000001,48
7.63,5.19,2.55,7.640000000000001,39
7.75,5.73,2.02,7.859999999999999,41
7.41,4.79,1.66,6.25,41
6.18,5.35,2.69,6.68,43
7.86,5.77,2.8600000000000003,7.38,41
7.51,5.42,2.48,7.16,37
7.26,5.82,2.26,5.09,44
7.02,4.64,2.54,7.77,40
7.37,4.8,2.81,5.31,37
6.85,5.4,1.54,7.49,49
7.99,5.5,2.0300000000000002,6.38,46
7.37,5.37,2.0700000000000003,6.23,40
6.11,4.67,1.58,5.67,50
7.95,5.85,1.94,5.03,38
7.88,5.41,1.84,5.07,50
6.01,5.47,2.8,5.46,37
7.32,5.26,2.45,5.21,47
7.85,5.21,2.08,7.09,46
7.48,5.28,2.73,7.08,41
7.04,5.59,2.19,6.26,46
6.85,4.6,2.92,7.390000000000001,48
6.07,5.62,2.35,5.67,48
6.37,5.77,1.6400000000000001,7.85,41
6.08,5.45,1.51,6.45,39
6.9,5.67,2.44,6.16,44
7.09,5.42,2.42,6.37,43
6.93,5.02,2.15,6.2,37
6.36,5.74,2.05,6.32,44
6.53,5.17,2.8,6.08,37
6.5600000000000005,5.2,2.56,5.11,41
6.6,5.08,2.92,5.5600000000000005,48
6.8100000000000005,5.13,2.8,5.39,37
6.4,5.79,1.98,7.25,42
6.49,4.92,2.9699999999999998,5.96,47
6.0,5.87,2.6799999999999997,7.41,40
7.24,4.82,2.36,7.16,46
7.390000000000001,5.49,2.9299999999999997,6.75,40
6.31,4.84,1.69,5.8,49
6.7,4.59,2.29,6.4,48
7.78,5.49,1.75,7.09,38
6.15,5.96,2.14,6.11,44
6.18,4.53,2.39,7.7,42
7.73,6.0,1.62,7.62,45
7.05,4.88,2.06,6.67,37
6.69,4.95,2.98,6.37,37
6.39,5.88,1.6400000000000001,5.45,43
7.9399999999999995,5.96,1.57,5.57,43
7.3,5.7,1.97,5.6,50
7.97,5.76,2.7800000000000002,5.63,45
6.55,4.6,2.63,5.67,47
7.65,4.77,2.73,6.4,46
6.23,4.73,2.67,6.41,46
6.11,5.41,2.16,6.08,40
7.72,4.51,2.8600000000000003,5.02,46
7.0600000000000005,5.93,2.6100000000000003,7.76,44
7.84,5.24,2.67,5.34,45
7.13,5.61,2.42,6.47,37
7.52,5.25,2.66,7.53,44
6.33,5.16,2.81,7.33,44
6.36,5.83,2.35,5.98,40
6.04,4.5,1.6,5.53,49
6.92,4.76,1.58,7.87,48
6.85,5.8,1.56,7.59,46
7.6,4.7,1.68,5.92,49
6.14,5.02,2.4,7.24,44
6.36,4.79,2.36,7.43,38
6.66,5.9,1.81,5.46,45
7.97,4.52,1.73,6.01,37
6.05,4.57,2.23,7.88,42
7.52,5.32,1.71,7.52,37
6.93,4.77,2.8200000000000003,6.4399999999999995,39
7.77,4.66,1.97,5.75,43
7.92,5.51,1.63,7.96,47
6.15,5.73,1.99,6.65,48
7.5,5.98,2.14,6.38,47
7.7,5.67,2.26,5.92,37
7.8100000000000005,5.11,2.6500000000000004,7.04,46
6.5600000000000005,4.82,2.98,7.68,45
6.31,5.76,2.95,6.11,49
7.4,4.92,2.52,7.77,47
6.77,5.66,2.51,5.8100000000000005,50
7.3,5.0600000000000005,2.01,7.35,41
7.04,4.82,2.5700000000000003,6.87,49
7.86,5.02,2.91,6.3100000000000005,38
7.26,4.7,2.25,6.02,46
7.23,5.54,2.89,5.45,37
7.79,5.84,2.39,6.95,45
6.73,5.52,2.77,5.6,44
7.09,5.77,2.9699999999999998,5.09,42
6.83,5.42,2.95,7.609999999999999,45
7.0,5.37,2.11,6.95,44
7.7,5.3100000000000005,2.26,7.03,46
7.93,5.34,2.56,5.41,41
7.9,5.47,2.25,7.02,48
6.94,5.47,1.54,6.0600000000000005,50
7.41,5.99,1.65,5.21,45
6.73,5.79,2.54,5.51,39
7.1899999999999995,5.17,1.84,5.95,39
7.04,4.88,2.12,7.13,37
7.04,5.4,2.5700000000000003,7.32,38
6.63,5.7,1.87,7.02,44
7.32,6.0,1.56,6.35,43
6.6,4.84,1.61,7.87,49
6.93,5.25,2.79,5.6,48
7.43,5.6899999999999995,2.25,6.8,43
7.04,5.76,2.2,6.33,45
6.29,4.96,2.7800000000000002,7.470000000000001,41
6.43,5.98,1.7,7.9,43
7.79,5.95,1.68,7.83,47
7.91,5.58,2.0700000000000003,7.35,39
6.33,5.41,1.79,7.18,47
6.47,5.82,1.9,5.69,38
7.18,5.88,1.72,6.36,43
6.34,5.9,2.62,6.68,43
7.65,5.8100000000000005,2.42,7.92,41
7.21,5.84,2.94,6.34,48
7.02,4.98,2.05,7.92,38
6.96,5.84,2.95,7.0600000000000005,47
7.26,4.82,2.8200000000000003,7.970000000000001,38
6.26,5.29,1.8599999999999999,5.36,43
7.93,5.77,2.67,6.71,40
7.78,5.68,2.6500000000000004,7.6,48
7.65,5.47,2.17,7.76,38
6.77,5.16,2.44,5.58,49
6.68,5.91,2.37,5.44,49
6.41,4.55,2.6799999999999997,6.52,48
6.84,4.67,2.06,5.84,47
6.01,5.54,2.3200000000000003,5.13,42
6.21,5.24,1.82,6.38,49
7.54,4.85,2.08,7.66,48
6.49,5.79,2.87,7.62,44
7.78,4.85,2.49,7.75,40
6.96,4.73,2.05,7.300000000000001,41
7.55,5.98,2.67,6.58,38
7.71,5.24,2.5,6.83,37
7.83,5.77,1.93,6.9,48
7.72,5.98,2.27,6.76,37
6.95,5.34,2.6500000000000004,7.92,43
7.73,5.63,2.84,5.14,50
6.34,5.95,2.43,6.92,49
7.55,5.44,2.91,6.09,50
6.69,5.84,2.67,7.300000000000001,46
7.8100000000000005,5.62,1.95,7.35,40
6.83,5.86,2.69,7.970000000000001,50
6.3,5.96,2.2199999999999998,6.28,39
7.83,4.64,2.59,6.3,39
7.77,5.09,1.72,7.109999999999999,38
7.140000000000001,5.82,2.0300000000000002,5.3,49
7.03,5.54,2.13,7.3100000000000005,38
6.02,5.32,1.6400000000000001,6.640000000000001,50
7.03,4.79,2.98,6.37,47
7.32,4.87,2.2800000000000002,5.18,45
7.73,5.61,2.66,5.35,37
6.49,5.88,2.8,5.06,41
6.47,4.86,2.36,7.87,50
6.15,5.59,1.57,7.98,37
7.16,5.45,2.75,7.77,38
7.67,5.79,1.97,7.53,47
6.15,5.49,2.25,5.04,48
6.83,4.94,2.85,7.58,49
6.03,4.8,2.8200000000000003,6.32,45
6.47,4.71,2.27,6.75,40
6.8100000000000005,5.01,1.7,5.54,39
7.22,6.0,2.66,6.34,49
7.17,4.68,2.34,5.42,44
6.88,5.6,2.62,6.1899999999999995,39
7.05,4.73,2.15,7.67,44
7.98,5.58,2.27,5.96,47
7.15,5.49,2.23,7.54,46
7.87,5.95,2.94,7.5,49
7.8,5.93,2.92,7.74,50
6.13,5.66,2.37,5.19,37
6.52,5.15,2.1,6.7,44
7.640000000000001,5.4,2.92,6.25,44
7.5600000000000005,4.78,1.54,7.16,47
6.51,5.44,2.69,5.32,49
7.37,5.37,1.52,7.26,40
7.4,5.85,1.73,5.65,44
7.97,4.92,2.91,5.36,41
6.25,5.92,1.58,7.470000000000001,49
6.27,5.3,1.6400000000000001,7.96,42
7.96,5.55,2.9000000000000004,7.800000000000001,42
7.17,5.12,2.19,7.95,50
7.8100000000000005,5.2,2.84,6.01,49
7.26,5.03,2.08,7.5600000000000005,38
7.8,5.57,2.11,6.08,49
6.82,4.83,1.7,5.83,39
6.72,5.21,2.94,5.68,50
7.59,4.59,2.9699999999999998,7.75,49
7.41,4.84,1.82,5.7,46
6.54,5.09,2.95,6.13,43
7.74,4.79,2.4,7.96,49
6.66,4.75,2.77,5.07,42
6.19,4.95,1.5,7.62,40
6.08,5.97,2.4699999999999998,5.25,39
6.69,5.15,1.53,7.58,50
6.12,4.84,2.02,6.16,50
7.43,5.04,1.78,7.0,49
7.08,5.82,2.95,7.550000000000001,37
6.87,5.27,2.99,7.43,38
7.6899999999999995,5.8,2.92,5.36,49
7.82,5.73,1.53,5.49,40
6.64,4.85,2.5,5.72,39
6.36,4.81,1.96,6.58,37
6.3,4.59,1.93,5.28,46
6.83,5.98,1.52,5.49,43
7.78,5.33,1.6400000000000001,6.42,50
7.26,5.96,2.81,6.95,50
7.92,5.03,2.52,7.73,44
7.03,5.88,1.83,6.99,42
7.01,5.7,1.68,5.2,47
7.86,5.08,2.77,7.109999999999999,38
7.86,5.78,2.64,6.08,39
7.67,5.78,2.73,6.84,47
6.52,5.9,1.72,7.96,45
6.67,4.53,2.8600000000000003,5.99,38
6.25,4.83,2.24,7.1,42
6.36,4.78,1.62,6.57,47
7.6,5.68,2.45,7.4399999999999995,38
6.43,4.89,1.99,7.77,43
6.92,4.52,2.52,6.73,47
7.51,5.5600000000000005,2.46,5.88,49
6.82,4.77,2.92,6.04,37
6.43,5.46,2.31,7.01,37
6.5,5.61,2.35,7.6,50
6.08,5.01,3.0,7.38,39
6.57,4.53,2.21,5.17,45
7.41,4.53,2.91,5.24,37
6.28,5.96,2.48,5.74,48
6.31,5.93,2.52,5.41,37
7.52,5.53,2.58,6.99,40
7.23,5.82,2.05,5.5600000000000005,38
6.17,5.890000000000001,1.79,7.15,39
6.41,4.62,2.13,6.82,48
7.75,5.3,2.31,5.11,39
7.08,4.84,2.8,6.640000000000001,48
7.0600000000000005,5.05,2.92,7.35,39
8.0,5.59,2.25,6.01,45
6.23,5.28,2.6799999999999997,6.84,47
7.890000000000001,4.9,1.9100000000000001,6.05,49
7.23,4.95,2.9299999999999997,5.53,47
7.52,5.43,2.29,7.77,44
7.5600000000000005,5.37,2.75,7.79,42
6.08,5.19,2.41,5.17,47
6.88,5.23,1.76,5.37,43
7.57,4.68,2.41,7.88,40
7.140000000000001,5.07,2.42,6.51,40
7.01,4.97,2.19,7.66,45
6.29,5.17,2.52,7.140000000000001,38
7.1,5.3,2.0,6.7,37
7.15,5.0,1.93,6.12,37
7.6,5.5600000000000005,2.5700000000000003,5.29,49
7.24,5.23,2.2,6.3100000000000005,49
6.1,5.97,2.66,5.76,43
6.63,4.96,1.56,7.75,47
6.74,5.49,2.6799999999999997,5.62,41
6.47,5.65,1.54,5.47,48
6.94,5.96,1.69,6.46,49
7.0,5.26,2.19,6.85,46
6.93,5.38,2.02,7.390000000000001,37
7.15,5.15,2.25,5.58,50
7.36,5.640000000000001,2.55,5.37,44
6.99,4.94,2.05,7.03,44
6.08,5.62,2.42,6.62,38
7.08,4.6,1.8599999999999999,5.22,39
6.25,5.5600000000000005,1.63,5.15,44
7.03,5.0600000000000005,2.3200000000000003,6.02,37
6.38,4.96,2.45,6.6899999999999995,40
6.99,4.52,2.92,5.06,50
6.91,5.68,2.2800000000000002,7.29,43
7.08,5.93,1.66,5.64,39
6.5,6.0,2.0700000000000003,7.48,40
7.3100000000000005,5.46,1.65,7.91,39
6.28,5.53,2.27,7.87,50
7.9399999999999995,5.67,1.78,7.02,49
7.79,5.95,1.93,6.36,42
7.23,5.47,2.7199999999999998,7.24,41
6.0,5.78,2.92,7.6899999999999995,43
6.48,5.77,2.1,5.59,46
6.52,5.93,2.3,6.34,44
7.140000000000001,5.9,2.08,5.02,45
6.14,5.01,2.2800000000000002,7.16,40
7.46,5.51,2.23,5.71,50
6.53,4.61,1.74,6.07,41
7.72,5.640000000000001,2.85,7.5600000000000005,46
7.33,5.38,2.56,7.7,48
6.61,5.97,2.66,6.6899999999999995,45
7.3100000000000005,5.66,2.5,6.28,46
7.12,5.48,2.94,5.51,44
7.5,5.5,1.94,5.96,42
6.25,4.95,1.66,5.65,41
7.0600000000000005,5.59,1.6,7.23,37
6.83,4.87,2.44,6.68,49
7.890000000000001,4.52,2.37,6.72,38
6.35,5.66,1.84,7.140000000000001,37
7.35,5.84,2.18,5.39,39
6.19,5.86,2.2199999999999998,5.31,49
6.17,5.28,2.45,6.34,45
6.28,5.05,2.94,7.21,42
7.03,5.99,1.92,7.24,39
6.35,5.83,2.19,6.390000000000001,42
7.22,5.02,2.73,6.1,40
6.17,5.61,2.99,5.48,48
6.69,4.64,2.35,6.38,38
6.05,5.8100000000000005,2.36,5.19,47
7.85,5.33,2.0700000000000003,5.17,50
6.37,5.75,2.2199999999999998,7.05,49
7.58,5.32,2.25,7.9,39
7.82,4.91,1.93,7.93,43
7.91,5.14,2.3200000000000003,5.07,46
7.140000000000001,5.37,2.77,7.59,47
7.95,5.42,1.55,5.88,47
7.22,5.54,1.6,6.28,50
7.52,5.44,2.17,7.63,45
7.76,5.0600000000000005,2.21,5.75,42
6.5,4.58,2.0,5.59,37
6.18,5.9,1.65,8.0,38
6.21,4.87,1.74,5.3,43
7.05,4.61,2.19,7.17,43
6.13,4.55,2.2199999999999998,6.6899999999999995,40
7.53,4.53,2.94,6.68,50
6.12,4.5,2.23,7.0600000000000005,46
6.6,4.94,2.56,6.73,46
6.52,5.3,2.77,5.43,39
6.12,4.79,1.92,5.97,42
6.72,4.71,2.91,5.71,42
7.32,4.67,2.88,6.890000000000001,39
6.5600000000000005,5.49,2.6500000000000004,6.9,50
7.51,5.5600000000000005,2.5,5.09,40
6.61,4.65,2.29,5.37,39
7.03,6.0,2.67,5.46,44
7.16,5.08,2.9000000000000004,5.38,46
6.32,5.7,2.6500000000000004,5.57,49
7.140000000000001,4.8,2.19,6.76,48
6.7,5.92,2.31,7.91,42
6.22,5.5600000000000005,2.44,5.94,49
7.29,5.85,2.2199999999999998,5.88,48
7.24,5.46,2.67,5.9,47
7.46,5.2,2.05,7.88,47
6.07,4.75,2.87,8.0,44
6.84,5.18,2.31,7.359999999999999,45
7.97,5.640000000000001,1.77,6.36,41
7.85,4.97,1.73,5.91,38
